Track URI,Track Name,Artist Name(s),Album Name,Album Release Date,Popularity,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3XxS3CegRHnSwyiR2WQZu9,Many Rivers To Cross,Toni Childs,The Best Of Toni Childs,1996-01-01,36,,0.771,0.538,5.0,-14.242,1.0,0.0358,0.101,0.00348,0.0872,0.664,139.858,4.0
spotify:track:6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,B'Day Deluxe Edition,2007-05-29,74,"pop,r&b",0.447,0.694,7.0,-4.637,0.0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,4.0
spotify:track:3gbBpTdY8lnQwqxNCcf795,Pompeii,Bastille,Bad Blood,2013-01-01,76,"metropopolis,modern rock,pop",0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,4.0
spotify:track:4z0sS7hwnTZTRKZVahth6J,Hair,Little Mix,Get Weird (Deluxe),2015-11-06,0,"girl group,pop,talent show,uk pop",0.697,0.841,7.0,-4.339,1.0,0.0397,0.00857,4.41e-05,0.661,0.696,153.962,4.0
spotify:track:1vuU11KzqTt084vufdrzIa,Shape I'm In,Jo Jo Zep and The Falcons,Screaming Targets,1979,49,australian rock,0.694,0.618,7.0,-12.261,0.0,0.0575,0.0411,2.42e-05,0.0659,0.737,101.004,4.0
spotify:track:6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto,The Business,2020-09-16,82,"big room,brostep,dutch edm,edm,house,pop dance,slap house,trance",0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,4.0
spotify:track:7gQAFGUyHPcY0cQNPsjMf0,Crying at the Discoteque - Radio Edit,Alcazar,Casino,1999-12-30,64,"eurodance,europop,swedish electropop,swedish pop",0.705,0.927,9.0,-5.942,0.0,0.0426,0.0703,0.0,0.0661,0.962,138.017,4.0
spotify:track:1Gv8dvKmkHVaB1edYvW0Fr,Puppy Love - Remix,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,2000-10-03,46,"adult standards,canadian pop,easy listening,rock-and-roll",0.29,0.408,7.0,-9.607,1.0,0.0318,0.662,0.0,0.272,0.542,102.229,3.0
spotify:track:4FtEKK21hvAqtn3LRT6tW2,,,,0000,0,,0.858,0.884,5.0,-4.435,1.0,0.0387,0.0588,0.0,0.121,0.963,104.019,4.0
spotify:track:0Kb1OykZK7OYNqQ58KZ0rj,Party Lights,Claudine Clark,Party Lights,2006,31,,0.645,0.6,0.0,-7.948,1.0,0.238,0.0661,0.0,0.101,0.701,135.593,4.0
spotify:track:3ciED4jwJzGzGeCxgxQSkK,Love and Kisses,Dannii,The Singles,1998,1,,0.785,0.644,1.0,-15.407,1.0,0.0457,0.00772,0.0115,0.176,0.721,112.675,4.0
spotify:track:5djwPnr9kffOaIr7SmmOFK,Don't You Know It's Magic,John Farnham,The Classic Gold Collection: 1967 - 1985,1995-01-01,33,"australian pop,australian rock",0.538,0.73,7.0,-7.022,1.0,0.03,0.637,0.0,0.126,0.558,134.514,4.0
spotify:track:3NVfe7Iqz2mk5hqJSGPVNs,I Wanna Be A Hippy,Technohead,Happy Hardcore Top 100,2010-05-17,54,"gabber,happy hardcore,hardcore techno",0.702,0.947,8.0,-4.032,1.0,0.0537,0.131,0.63,0.112,0.417,177.383,4.0
spotify:track:4bT2zLVv2T4GiK9q9KtI0v,Stay The Night - Featuring Hayley Williams Of Paramore,"Zedd, Hayley Williams",Clarity (Deluxe),2014-01-01,67,"complextro,edm,german techno,pop,pop dance,art pop",0.596,0.738,8.0,-3.109,1.0,0.0411,0.109,0.0,0.0947,0.461,127.961,4.0
spotify:track:1lzr43nnXAijIGYnCT8M8H,It Wasn't Me,"Shaggy, Rik Rok",Hot Shot (International Version #2),2000,5,"dance pop,pop rap,reggae fusion,reggae fusion",0.853,0.606,0.0,-4.596,1.0,0.0713,0.0561,0.0,0.313,0.654,94.759,4.0
spotify:track:2PsHIonOTmX6bSrzIJSjyS,Nobody Knows,The Tony Rich Project,Words,1996-01-16,59,contemporary r&b,0.64,0.433,5.0,-9.432,1.0,0.0375,0.509,5.16e-06,0.103,0.25,176.088,4.0
spotify:track:1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO),"Robin Schulz, KIDDO",All We Got (feat. KIDDO),2020-10-16,65,"deep euro house,deep house,edm,german dance,pop dance,tropical house,pop dance,scandipop",0.504,0.76,4.0,-4.246,1.0,0.0426,0.286,0.0,0.151,0.64,183.933,4.0
spotify:track:3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2006-01-29,78,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.535,0.948,6.0,-4.19,0.0,0.0356,0.00225,0.0,0.376,0.778,103.183,4.0
spotify:track:135bOPTl0vo3P5o1oBJIux,Stuck In A Moment You Can't Get Out Of,U2,U218 Singles (Deluxe Version),2006-01-01,0,"irish rock,permanent wave,rock",0.527,0.61,4.0,-5.819,1.0,0.0237,0.422,0.000203,0.281,0.331,158.478,4.0
spotify:track:7FpoD2ZlcBSj05rEHSZoiB,Who Knew,P!nk,I'm Not Dead,2006-03-31,0,"dance pop,pop",0.691,0.749,9.0,-4.567,1.0,0.0274,0.00559,0.0,0.0762,0.473,140.014,4.0
spotify:track:3oXqk2a4oF0o1ZgnGxoEzW,Little Bad Girl,"David Guetta, Taio Cruz, Ludacris",TY.O,2011-01-01,19,"big room,dance pop,edm,pop,pop dance,dance pop,pop,pop rap,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap",0.73,0.75,11.0,-4.878,0.0,0.0314,0.00595,0.0,0.31,0.514,127.005,4.0
spotify:track:6MAEelz5nrL99m4vn3iodi,Showing Out (Get Fresh At the Weekend) [7''Version],Mel & Kim,F.L.M,1991-03-18,0,"new romantic,new wave pop",0.703,0.838,4.0,-11.782,0.0,0.0638,0.00613,0.0129,0.137,0.767,119.771,4.0
spotify:track:0rGZhcaioQRufndluiOxdF,2step (feat. Leto),"Ed Sheeran, Leto",2step (feat. Leto),2022-05-13,40,"pop,singer-songwriter pop,uk pop,french hip hop,pop urbaine,rap francais",0.73,0.701,7.0,-5.318,1.0,0.0447,0.273,0.0,0.0657,0.522,94.97,4.0
spotify:track:6moU77g9RQyMzHNuKEaQKq,It's You,Ali Gatie,It's You,2019-06-14,1,canadian hip hop,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,4.0
spotify:track:5XWmfpinsT4XbfFsUASSaG,"Girls Talk Boys - From ""Ghostbusters"" Original Motion Picture Soundtrack",5 Seconds of Summer,"Girls Talk Boys (From ""Ghostbusters"" Original Motion Picture Soundtrack)",2016-07-15,52,"boy band,pop",0.829,0.775,7.0,-3.358,1.0,0.0507,0.104,0.0,0.0943,0.878,120.048,4.0
spotify:track:3s2MyU2YCwNNwcSokt0jXD,Girl,Destiny's Child,Destiny Fulfilled,2004-11-16,63,"dance pop,girl group,pop,r&b,urban contemporary",0.567,0.747,6.0,-6.019,0.0,0.105,0.31,0.0,0.04,0.556,89.036,4.0
spotify:track:3yMC1KsTwh0ceXdIe4QQAQ,Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,2022-01-05,79,"alt z,gen z singer-songwriter",0.56,0.473,5.0,-7.23,1.0,0.0533,,0.0,0.31,0.441,109.414,4.0
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,88,"colombian pop,dance pop,latin pop,pop,rap kreyol",0.778,0.824,10.0,-5.892,0.0,0.0707,0.284,0.0,0.405,0.758,100.024,4.0
spotify:track:3CIsbbo8UeaKuIq0D0iVsB,Timebomb,Kylie Minogue,Timebomb,2012-05-25,34,"australian dance,australian pop,dance pop,eurodance,new wave pop",0.711,0.942,0.0,-6.352,1.0,0.0422,0.0146,0.551,0.227,0.938,128.027,4.0
spotify:track:1rSNjTJf2AsXnlj1I9a1fh,Six Months in a Leaky Boat,Split Enz,Time And Tide,1982,50,"classic nz pop,kiwi rock,zolo",0.337,0.784,2.0,-7.334,1.0,0.0359,0.118,0.000452,0.4,0.212,134.109,4.0
spotify:track:7jVwYxRPooIkkOzqbfWkXB,My Baby Just Cares for Me,Michael Bublé,Nobody but Me (Deluxe),2016-10-21,36,"adult standards,canadian pop,jazz pop,lounge",0.493,0.534,7.0,-5.524,1.0,0.0401,0.512,0.0,0.361,0.616,120.179,4.0
spotify:track:3AsAuGTaDQzavZZThyYlop,Sexual,"NEIKED, Dyo",Sexual,2016-08-26,0,"scandipop,alte",0.803,0.569,2.0,-7.392,1.0,0.0739,0.0623,0.0,0.083,0.809,107.986,4.0
spotify:track:0yFWdhx0rDU4zNddqvfu33,Red Desert,5 Seconds of Summer,CALM,2020-03-27,0,"boy band,pop",0.504,0.83,9.0,-4.474,1.0,0.121,0.0205,2.49e-06,0.0563,0.449,133.929,4.0
spotify:track:4PkJ7c9y1CwpuVOiJODnCZ,Someday,Nickelback,The Long Road,2003-09-23,74,"alternative metal,canadian rock,post-grunge",0.455,0.858,11.0,-5.659,0.0,0.0391,0.000616,0.000247,0.226,0.597,163.118,4.0
spotify:track:3pm1X3oQBKQ4vcp3i9PWRg,Things We Lost In The Fire,Bastille,Bad Blood,2013-01-01,62,"metropopolis,modern rock,pop",0.587,0.918,4.0,-4.878,0.0,0.0581,0.0636,0.0,0.267,0.629,134.055,4.0
spotify:track:0GX5oOKtU0nnx5OkhenW2i,Closer,Ne-Yo,Year Of The Gentleman,2008-01-01,72,"dance pop,pop,r&b,urban contemporary",0.709,0.745,4.0,-6.437,0.0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,4.0
spotify:track:2OqCyO684ShnEOqFQieN3Z,The Saints Are Coming,"U2, Green Day",The Saints Are Coming,2006-01-01,55,"irish rock,permanent wave,rock,modern rock,permanent wave,punk,rock",0.298,0.815,11.0,-7.004,0.0,0.0438,0.0613,0.00136,0.108,0.113,152.155,4.0
spotify:track:6XpczhG192lULA9i4JLqKJ,All Fired Up,Pat Benatar,Wide Awake In Dreamland,1988-01-01,59,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock",0.666,0.883,0.0,-9.601,1.0,0.0484,0.0826,0.000563,0.114,0.521,148.06,4.0
spotify:track:0GWS6wkQrqZd0BAhq28haq,Changing,John Mayer,The Search for Everything - Wave One,2017-01-20,36,"neo mellow,singer-songwriter",0.349,0.338,0.0,-7.793,1.0,0.0292,0.62,0.00799,0.128,0.391,182.842,3.0
spotify:track:4rqR0yM2k41leqyErhNzTs,Beautiful,"Akon, Colby O'Donis, Kardinal Offishall",Freedom (Int'l Version),2008-01-01,0,"dance pop,canadian old school hip hop,toronto rap",0.742,0.948,0.0,-4.445,0.0,0.0894,0.123,0.0,0.112,0.615,130.022,4.0
spotify:track:5nTODgLl2IWaHgP86f6a0F,1000 Stars,Natalie Bassingthwaighte,1000 Stars,2009-02-20,24,"australian dance,australian pop,australian rock",0.496,0.568,9.0,-5.08,1.0,0.0336,0.0445,1.47e-06,0.0977,0.455,82.907,4.0
spotify:track:2CVBUIOpqAkOGDlRORvSYK,Listen People,Herman's Hermits,The Very Best Of Herman's Hermits,1996-03-06,21,"british invasion,classic rock,folk rock,rock-and-roll,singer-songwriter",0.499,0.156,9.0,-13.523,1.0,0.0429,0.783,0.0,0.351,0.439,119.553,4.0
spotify:track:1Jrn6agPxzgRMh4SKfLz7A,Morning After Dark (Featuring Nelly Furtado & SoShy),Timbaland,Shock Value II (International Deluxe version),2009-01-01,0,"dance pop,pop,pop rap",0.734,0.927,8.0,-4.244,0.0,0.042,0.076,0.00134,0.0465,0.901,118.039,4.0
spotify:track:4yrM5BVyJzy5Ed4GPO6e8j,I Wanna Be Your Lover,Prince,Prince,1979-10-19,61,"funk,funk rock,minneapolis sound,rock,synth funk",0.812,0.507,1.0,-8.825,0.0,0.0452,0.0399,0.0831,0.0671,0.729,,4.0
spotify:track:17S4XrLvF5jlGvGCJHgF51,Learning To Fly,Tom Petty and the Heartbreakers,Into The Great Wide Open,1991-01-01,76,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.651,0.766,0.0,-9.935,1.0,0.0299,0.206,0.00103,0.362,0.949,116.74,4.0
spotify:track:0l37J5l4eJfIdd7cea1Cl5,Everything About You,Ugly Kid Joe,America's Least Wanted,1992-01-01,0,"funk metal,funk rock,glam metal,hard rock",0.516,0.783,1.0,-7.895,1.0,0.0646,0.0117,1.08e-06,0.142,0.775,122.603,4.0
spotify:track:5VsAiXtW0ApEaGsZypEUxL,Freeway Of Love,Aretha Franklin,Who's Zoomin' Who?,1985-07-09,0,"classic soul,jazz blues,memphis soul,neo soul,soul,southern soul,vocal jazz",0.693,0.839,2.0,-9.634,1.0,0.0526,0.282,3.83e-06,0.0338,0.849,126.165,4.0
spotify:track:6vrUTGn5p8IrfTZ0J6sIVM,Iris,The Goo Goo Dolls,Greatest Hits Volume One - The Singles,2007-11-06,77,"neo mellow,permanent wave,pop rock,post-grunge",0.291,0.79,11.0,-5.683,0.0,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,3.0
spotify:track:5lK18Pt33xNudq4qYDxIm8,Shallow,"Lady Gaga, Bradley Cooper",Shallow,2018-09-27,0,"art pop,dance pop,pop,hollywood",0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,4.0
spotify:track:0vaf64cpnqM7COUZZkoBig,Electric Feel,MGMT,Oracular Spectacular/Congratulations,2007,0,"alternative rock,indie rock,indietronica,modern rock,rock",0.763,0.807,1.0,-3.714,1.0,0.035,0.0714,0.28,0.348,0.559,103.038,3.0
spotify:track:7pYFPMeK0TnaTGdS6qOtEr,Waterfall,"Stargate, P!nk, Sia",Waterfall,2017-03-10,54,"norwegian pop,dance pop,pop,australian dance,australian pop,pop",0.372,0.919,11.0,-1.68,0.0,0.3,0.0987,0.0,0.234,0.419,182.785,4.0
spotify:track:2EnaF6Nll7GTSAyaXvd2qW,Circles on the Water,Samantha Jade,Circles on the Water,2017-05-26,14,"australian pop,australian talent show",0.611,0.583,1.0,-8.529,1.0,0.316,0.113,3.41e-05,0.125,0.263,114.967,4.0
spotify:track:6UqKslmiLujULn7mpfbpaC,You've Never Been This Far Before,Conway Twitty,Hello Darlin' 15 #1 Hits,2005-04-21,25,"arkansas country,classic country pop,country,country rock",0.702,0.339,10.0,-14.214,1.0,0.0359,0.679,0.0,0.103,0.672,133.315,4.0
spotify:track:2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame (with The Weeknd),"Swedish House Mafia, The Weeknd",Moth To A Flame,2021-10-22,10,"edm,pop dance,progressive electro house,canadian contemporary r&b,canadian pop,pop",0.542,0.659,8.0,-7.289,1.0,0.0389,0.00279,0.0,0.105,0.109,120.122,4.0
spotify:track:76D5nfZbYzZYfUZKGy73jy,7 Seconds (feat. Neneh Cherry),"Youssou N'Dour, Neneh Cherry",7 Seconds: The Best Of Youssou N'Dour,2004,62,"afropop,mbalax,world,new wave pop,urban contemporary",0.68,0.702,1.0,-9.621,0.0,0.0267,0.0838,1.79e-06,0.326,0.509,154.198,4.0
spotify:track:4Y1c07v5GBv2c9Hi536tnW,Ain't Nobody (Loves Me Better),"Felix Jaehn, Jasmine Thompson",Ain't Nobody (Loves Me Better),2015-04-24,40,"edm,german dance,pop dance,tropical house,viral pop",0.777,0.564,2.0,-6.967,0.0,0.0315,0.683,0.000252,0.0696,0.465,117.973,4.0
spotify:track:3NWpG50DNlO8IiVdx6Ig3w,Dead Skunk,Loudon Wainwright III,Album III,1972,46,"folk,singer-songwriter",0.633,0.655,7.0,-11.514,1.0,0.0312,0.617,2.79e-06,0.113,0.967,146.868,4.0
spotify:track:2HP8EOfdW5ALuWuSZLswWK,Our Time Now,Plain White T's,Every Second Counts,2006,0,"modern rock,neo mellow,neon pop punk,pop punk,pop rock",0.579,0.921,0.0,-4.431,1.0,0.0347,0.0137,1.16e-06,0.368,0.951,102.988,4.0
spotify:track:50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,Purpose (Deluxe),2015-11-13,88,"canadian pop,pop",0.609,0.378,4.0,-9.828,1.0,0.438,0.835,0.0,0.28,0.515,100.418,4.0
spotify:track:4YGEcpYpEY6IWI49qEdwxT,Gonna Miss You,Paul Mac,3000 Feet High,2001-01-01,17,,0.664,0.502,9.0,-7.783,0.0,0.025,0.0532,2.36e-06,0.333,0.164,95.004,4.0
spotify:track:76krhACKEu7Z1u9nTr9UMv,All Alone,Jackson Jackson,Tools for Survival,2008-10-11,17,,0.544,0.674,7.0,-6.344,1.0,0.0275,0.0013,3.59e-06,0.151,0.2,129.991,4.0
spotify:track:0eQjA54TJkwTHDJKG8OkRg,Be Somebody,Kings of Leon,Only By The Night,2008-09-23,55,"modern rock,rock",0.487,0.835,2.0,-6.44,1.0,0.0588,0.0274,0.00754,0.211,0.311,133.907,4.0
spotify:track:1LYNuVLtV374Iy7vlHy6BO,I Can Be Your Star,Peppermint Heaven,I Can Be Your Star,2021-06-25,10,,0.527,0.885,5.0,-6.094,1.0,0.0344,5.63e-06,0.000884,0.1,0.468,125.085,4.0
spotify:track:4ue5ET9msGNJSO6sSbrCVE,I Want To Break Free - Remastered 2011,Queen,Greatest Hits II (2011 Remaster),1991-10-28,0,"classic rock,glam rock,rock",0.796,0.43,4.0,-8.994,1.0,0.0325,0.0869,0.000343,0.0776,0.559,108.959,4.0
spotify:track:7L7DgjhqnYYuIfgyhKTcxs,Lies,The Knickerbockers,Rockin'! with the Knickerbockers,1997,12,classic garage rock,0.493,0.83,4.0,-7.104,0.0,0.0316,0.449,0.0,0.253,0.915,145.843,4.0
spotify:track:5uw9UIOXj6R8pOwXte8F5h,Little Lies,Fleetwood Mac,Tango In The Night,1987-04-13,0,"album rock,classic rock,rock,soft rock,yacht rock",0.63,0.688,2.0,-9.816,1.0,0.0266,0.124,4.78e-05,0.158,0.893,124.825,4.0
spotify:track:2aBHx4EybTCa54AgHlYZiO,Stay,Maurice Williams & The Zodiacs,Stay (Just A Little Bit Longer),2008-05-31,30,,0.521,0.765,8.0,-6.985,0.0,0.0685,0.838,1.61e-06,0.333,0.824,123.591,4.0
spotify:track:7BHPfjnhrmPLcnAL3mx6cT,The Hardest Thing,98º,98º And Rising,1998-01-01,0,boy band,0.723,0.48,10.0,-7.503,1.0,0.0282,0.154,0.0,0.0672,0.571,87.99,4.0
spotify:track:1KQdOoOg4WnnaYySdafBuI,The Hard Way,Thirsty Merc,Slideshows,2007-04-21,33,"australian pop,australian rock",0.41,0.76,7.0,-4.629,1.0,0.0366,0.063,0.0,0.141,0.43,139.998,4.0
spotify:track:62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),2019-11-26,80,"pop edm,social media pop",0.674,0.774,11.0,-7.567,0.0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4.0
spotify:track:6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,The Blessed Unrest,2013-07-16,72,"acoustic pop,lilith,neo mellow,pop rock,post-teen pop",0.551,0.836,10.0,-3.838,0.0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4.0
spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,Eyes Closed,Ed Sheeran,- (Deluxe),2023-05-05,83,"pop,singer-songwriter pop,uk pop",0.793,0.52,11.0,-7.457,0.0,0.0696,0.246,0.0,0.0878,0.309,107.014,4.0
spotify:track:2CJortoJwyiM7EeFvrLUZB,Never Let You Go,Evermore,Real Life,2006-07-06,0,"australian alternative rock,australian rock,kiwi rock",0.239,0.693,3.0,-6.036,1.0,0.0349,0.0089,0.0,0.208,0.157,110.643,4.0
spotify:track:37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,Bon Jovi,Slippery When Wet,1986-08-16,89,"glam metal,rock",0.532,0.887,0.0,-3.757,1.0,0.0335,0.0778,0.000214,0.294,0.795,122.511,4.0
spotify:track:3DlRZM6zKSlAZigHbJQ3cp,Beautiful Stranger,Madonna,Celebration (double disc version),2009-09-18,57,"dance pop,pop",0.52,0.756,11.0,-3.909,1.0,0.0288,0.122,3.53e-05,0.389,0.286,122.448,4.0
spotify:track:1DObcq9MoYIEFuKS6SOCqQ,Attracting Flies,AlunaGeorge,Body Music (Deluxe),2013-01-01,0,"electropop,house,uk dance",0.76,0.856,0.0,-6.142,1.0,0.0561,0.0552,5.13e-05,0.146,0.93,98.008,4.0
spotify:track:2jaN6NgXflZTj2z9CWcqaP,Time Is On My Side - Mono Version,The Rolling Stones,The Rolling Stones No. 2,1965-01-15,47,"album rock,british invasion,classic rock,rock",0.508,0.645,5.0,-9.012,1.0,0.0395,0.291,3.25e-06,0.107,0.412,99.302,4.0
spotify:track:2Q6bndA2CeuoWUnErmWmmA,Black Betty - Edit,Spiderbait,Tonight Alright,2004-03-29,0,"australian alternative rock,australian rock",0.562,0.865,7.0,-6.476,0.0,0.0922,2.06e-05,0.591,0.219,0.35,124.047,4.0
spotify:track:0PkBTqRtN25z3oKasWoKlj,Only the Lonely,Roy Orbison,Sings Lonely and Blue,1961,67,"adult standards,classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter",0.57,0.529,5.0,-10.769,1.0,0.028,0.377,0.00509,0.203,0.934,123.273,4.0
spotify:track:24mZHxxTvEpNUAmcY1o9vw,Joanne,"Michael Nesmith, The First National Band",Magnetic South (Expanded Edition),1970-06-01,38,country rock,0.408,0.28,0.0,-12.409,1.0,0.0302,0.846,0.0,0.64,0.466,71.544,4.0
spotify:track:443VARdacv4KDvymFkZ8Mt,This Is How We Do It,Montell Jordan,Best Of Montell Jordan,2015-09-25,0,"contemporary r&b,new jack swing,r&b,urban contemporary",0.788,0.702,1.0,-7.331,1.0,0.0652,0.0177,0.0,0.42,0.774,103.654,4.0
spotify:track:5Ih40KFkj3cSzxgisQxBvX,For What It's Worth,Liam Gallagher,As You Were (Deluxe Edition),2017-10-06,59,"britpop,britpop revival,solo wave",0.489,0.835,0.0,-4.448,1.0,0.0332,0.00746,0.0,0.146,0.444,145.885,4.0
spotify:track:4YMqbFcDIFiCBd02PzUBcM,Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Wanz",The Heist,2012-10-10,0,"pop rap,seattle hip hop",0.781,0.526,6.0,-6.985,0.0,0.293,0.0619,0.0,0.0457,0.662,,4.0
spotify:track:0vDSWxRlWN0LWsSQdGIPuE,Two Hearts - 2016 Remaster,Phil Collins,The Singles (Expanded),2016-10-14,52,"rock drums,soft rock",0.568,0.912,7.0,-3.25,1.0,0.0366,0.297,0.0497,0.0717,0.729,155.546,4.0
spotify:track:6FKEKabBd5U1zFsALjml4l,Need U (100%) - Radio Edit,"Duke Dumont, A*M*E",Need U (100%),2013-01-01,49,"edm,house,pop dance,progressive house,uk dance,uk pop",0.67,0.848,0.0,-5.103,0.0,0.0537,0.00174,0.00168,0.385,0.457,124.029,4.0
spotify:track:3MeL7vAsVbgSrGFd0HioaJ,Forget You,CeeLo Green,The Lady Killer (Deluxe),2010-11-09,60,atl hip hop,0.696,0.875,0.0,-3.682,1.0,0.0649,0.134,0.0,0.159,0.772,127.39,4.0
spotify:track:6lgsxp4M1RmnkivCqp6kPa,Abuse Me,Silverchair,Freak Show,1997,48,"alternative metal,alternative rock,australian alternative rock,australian psych,australian rock,grunge,nu metal,post-grunge",0.475,0.679,9.0,-8.212,0.0,0.0319,0.303,1.78e-05,0.108,0.33,103.653,4.0
spotify:track:2PTvdXK3tSB7QpZEOVQ7xk,Broken,"Seether, Amy Lee",Vicennial: 2 Decades of Seether,2021-10-15,55,"alternative metal,nu metal,post-grunge,south african rock,hel",0.45,0.607,3.0,-2.692,0.0,0.0338,0.0131,0.000267,0.137,0.189,123.758,4.0
spotify:track:4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),"Bazzi, Camila Cabello",Beautiful (feat. Camila Cabello),2018-08-02,75,"pop,dance pop,pop",0.638,0.717,2.0,-4.722,1.0,0.0337,0.346,0.0,0.105,0.249,100.027,4.0
spotify:track:0hnl28YoqqnkIq4e0LgTD4,(We're Gonna) Rock Around the Clock,Bill Haley & His Comets,Saga All Stars: R-O-C-K / Selected Singles 1954-55,2007-08-20,24,"rock-and-roll,rockabilly",0.817,0.727,9.0,-10.792,1.0,0.0927,0.412,7.84e-06,0.116,0.903,89.756,4.0
spotify:track:32lF1rsInDTdK6Av3KdfaY,You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,1998-01-01,0,pop rock,0.621,0.901,2.0,-5.396,1.0,0.0302,0.17,0.0,0.0875,0.744,113.967,4.0
spotify:track:2i8EtsynIudUUaLPUkO6rJ,Chandelier,Sia,1000 Forms of Fear,2014-07-04,0,"australian dance,australian pop,pop",0.286,0.784,1.0,-2.873,1.0,0.0749,0.0163,6.45e-05,0.0714,0.618,173.798,4.0
spotify:track:6Gn02ZC8juXwQ10Xk7ACXx,The Reason,Hoobastank,The Reason,2004-04-27,0,"alternative metal,funk metal,nu metal,pop rock,post-grunge",0.474,0.659,4.0,-4.667,1.0,0.0292,0.0125,0.0,0.154,0.075,82.957,4.0
spotify:track:4PmJXrIWNKfXqQy58qeEqb,Funhouse,P!nk,Funhouse,2008-10-24,58,"dance pop,pop",0.788,0.863,11.0,-3.022,0.0,0.0352,0.00522,3.44e-06,0.0371,0.805,103.98,4.0
spotify:track:0FXsG6FLVIgOZfoymG91HD,Born Slippy (Nuxx),Underworld,1992-2002,2003-01-01,0,"big beat,electronica",0.58,0.954,10.0,-8.939,1.0,0.0365,0.000895,0.456,0.56,0.331,140.037,4.0
spotify:track:2effasDhaWmjIYjyS13A0e,Going Home - 2015 Remaster,Normie Rowe,Frenzy! The 50th Anniversary Collection,2015-06-05,1,"australian rock,cabaret",0.389,0.802,7.0,-4.729,1.0,0.0333,0.0142,0.000119,0.172,0.707,129.918,4.0
spotify:track:2QDO9sZ1qQn0NGMWPecYyo,Carry On (Her Letter To Him),Ne-Yo,R.E.D. (Deluxe Edition),2012-01-01,35,"dance pop,pop,r&b,urban contemporary",0.496,0.453,8.0,-8.283,1.0,0.0377,0.362,0.000372,0.108,0.221,81.762,4.0
spotify:track:4Pthfbs6lQNEUx1MmQMyax,Car Wash (Shark Tale Mix),"Christina Aguilera, Missy Elliott",Shark Tale,2004-01-01,0,"dance pop,pop,dance pop,hip hop,hip pop,neo soul,pop rap,r&b,rap,urban contemporary,virginia hip hop",0.794,0.818,0.0,-4.24,0.0,0.0728,0.152,4.95e-06,0.221,0.927,116.032,4.0
spotify:track:3TxbWIGn6rDDUAnIjWr9FL,Let Them Know,Mabel,Let Them Know,2021-06-18,34,"pop,uk pop",0.727,0.84,9.0,-5.217,1.0,0.102,0.0164,0.0,0.0875,0.865,125.003,4.0
spotify:track:2zE4tsjS5A3WnmNmrQ6gpC,(Remember The Days Of The) Old Schoolyard,Yusuf / Cat Stevens,Izitso,1977,0,"british folk,classic rock,folk,folk rock,mellow gold,singer-songwriter",0.652,0.61,10.0,-8.658,1.0,0.0636,0.45,0.0,0.576,0.612,145.964,4.0
