Track URI,Track Name,Artist Name(s),Album Name,Album Release Date,Popularity,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:38tpcZDofjtDNunMm5w1EU,If I Could Change Your Mind,HAIM,Days Are Gone (Deluxe Edition),2013-01-01,53,"indietronica,metropopolis",0.671,0.852,2.0,-5.557,0.0,0.0425,0.0184,9.91e-05,0.0841,0.737,125.043,4.0
spotify:track:60lJebAiPbIrnLeGev6kHX,If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,2003,0,"neo soul,pop,r&b",0.589,0.449,7.0,-9.153,1.0,0.105,0.607,2.18e-05,0.1,0.159,118.351,3.0
spotify:track:1dbt3sOwRmUOLfQZSpSz9O,Truly,Lionel Richie,Lionel Richie (Expanded Edition),1982,0,soft rock,0.366,0.238,1.0,-13.853,1.0,0.0381,0.646,1e-05,0.0876,0.131,68.362,4.0
spotify:track:50PeqUz1BjMw9ayNTk5O4d,I've Been Thinking About You,Londonbeat,Best! The Singles 16 Tracks,1995-11-20,69,"eurodance,hip house",0.678,0.659,11.0,-12.695,0.0,0.0396,0.0236,0.00192,0.0744,0.899,113.542,4.0
spotify:track:111P8I22TrLyxQm7Jcwdoy,Kung Fu Fighting,"Bus Stop, Carl Douglas",The Soul of the Kung Fu Fighter,1972-02-13,0,,0.737,0.855,11.0,-10.319,0.0,0.0646,0.00475,1.67e-05,0.163,0.583,116.023,4.0
spotify:track:6QAOkWnUrLLoDfmndW9Z3P,Love Don't Cost a Thing,Jennifer Lopez,J.Lo,2001-01-19,0,"dance pop,pop,urban contemporary",0.777,0.834,4.0,-5.129,0.0,0.0843,0.00275,1.3e-06,0.361,0.66,97.527,4.0
spotify:track:0JhKJg5ejeQ8jq89UQtnw8,Levels - Radio Edit,Avicii,Levels,2011-10-28,0,"edm,pop,pop dance",0.62,0.881,1.0,-5.851,0.0,0.0372,0.0585,0.714,0.311,0.415,126.035,4.0
spotify:track:62FuZGFoly0h2Cb95mxNym,All Good Things (Come To An End) - Radio Edit,Nelly Furtado,All Good Things (Come To An End) [International Version],2006-01-01,0,"canadian latin,canadian pop,dance pop,pop",0.666,0.634,9.0,-7.861,0.0,0.0346,,3.46e-05,0.117,0.356,100.884,4.0
spotify:track:22PMfvdz35fFKYnJyMn077,Marry You,Bruno Mars,Doo-Wops & Hooligans,2010-10-05,79,"dance pop,pop",0.621,0.82,10.0,-4.865,1.0,0.0367,0.332,0.0,0.104,0.452,144.905,4.0
spotify:track:4HaKJH8swiAIRuiU2mgr6f,Over Now (with The Weeknd),"Calvin Harris, The Weeknd",Over Now (with The Weeknd),2020-08-28,41,"dance pop,edm,electro house,house,pop,progressive house,uk dance,canadian contemporary r&b,canadian pop,pop",0.6,0.89,4.0,-4.106,0.0,0.0427,0.0791,0.00222,0.3,0.668,177.995,4.0
spotify:track:2Zw1UciFQWTbyMLSVJjdWX,California Dreamin',Sia,San Andreas: Original Motion Picture Soundtrack,2015-05-12,0,"australian dance,australian pop,pop",0.291,0.635,4.0,-6.846,0.0,0.0371,0.275,2.69e-05,0.334,0.294,111.852,4.0
spotify:track:4xAJSIcCHcOCli5m325X2H,We're Good,Dua Lipa,We're Good,2021-02-11,58,"dance pop,pop,uk pop",0.722,0.588,6.0,-5.932,1.0,0.0544,0.0319,0.0,0.183,0.59,134.01,4.0
spotify:track:4OL4l0rlwGZUohB1e09BF0,New in Town,Little Boots,Hands (Standard DMD),2008-06-08,37,"electropop,neo-synthpop",0.683,0.743,9.0,-5.775,0.0,0.0369,0.000308,0.517,0.0871,0.531,99.958,4.0
spotify:track:31MOjWj3CT3dCQsMV2b8Wu,Blue Monday '88,New Order,The Best of New Order,1994-01-01,69,"dance rock,madchester,new romantic,new wave,permanent wave,post-punk,synthpop,uk post-punk",0.681,0.893,7.0,-8.485,1.0,0.0378,6.47e-05,0.383,0.0626,0.951,130.475,4.0
spotify:track:3C0WDkRRf9VUNs59sTT6Wr,In My Pocket,Mandy Moore,The Best of Mandy Moore,2004-11-16,28,"dance pop,neo mellow,post-teen pop",0.687,0.953,5.0,-2.826,0.0,0.0873,0.0116,0.00244,0.193,0.838,109.039,4.0
spotify:track:2xBmOFFbjtgCgl9vciZsj6,Love Love Love,Avalanche City,Our New Life Above The Ground,2011,46,nz folk,0.519,0.494,6.0,-5.399,1.0,0.0263,0.188,0.0,0.159,0.243,99.909,4.0
spotify:track:0wIhWLNLIOmzQ89B3rtTd3,It's Not Over,Daughtry,Daughtry,2006-11-20,58,"alternative metal,neo mellow,pop rock,post-grunge",0.426,0.92,10.0,-3.243,0.0,0.0599,0.0559,0.0,0.245,0.296,145.944,4.0
spotify:track:5odolvi4Flv8SeSje9WzcS,Live In Life,The Rubens,Live In Life,2019-11-14,50,australian indie,0.695,0.691,5.0,-4.73,0.0,0.0351,0.147,2.21e-06,0.152,0.563,104.015,4.0
spotify:track:7a53HqqArd4b9NF4XAmlbI,Kings & Queens,Ava Max,Heaven & Hell,2020-09-18,84,pop,0.637,0.69,1.0,-4.057,0.0,0.0405,0.00786,0.0,0.124,0.457,129.857,4.0
spotify:track:2xmrfQpmS2iJExTlklLoAL,I Miss You (feat. Julia Michaels),"Clean Bandit, Julia Michaels",I Miss You (feat. Julia Michaels),2017-10-26,0,"pop,uk dance,uk funky,pop",0.638,0.658,3.0,-6.318,1.0,0.0456,0.245,3.77e-06,0.0919,0.33,105.076,4.0
spotify:track:62O8L1OHrH15XcNcx586S6,For The Love Of Him,Bobbi Martin,The Very Best Of,2011-02-01,19,,0.475,0.606,9.0,-8.672,0.0,0.0313,0.802,3.12e-05,0.743,0.659,113.766,4.0
spotify:track:1QQgSUKCG8GakzMOwi4lFS,Rubber Bullets,10cc,10cc,1973,0,"album rock,art rock,classic rock,glam rock,mellow gold,new romantic,soft rock,yacht rock",0.548,0.877,7.0,-4.458,1.0,0.124,0.0437,1.3e-05,0.0921,0.466,148.799,4.0
spotify:track:5z6a02FGoVsXTrJ4GiVNxE,The Horses,Daryl Braithwaite,Rise,1990-11-23,63,"australian pop,australian rock",0.707,0.275,4.0,-14.816,1.0,0.0328,0.13,0.0,0.066,0.195,93.988,4.0
spotify:track:7nToEPuB95Y5rsJ3VrH3wQ,Masterpiece,Jessie J,Sweet Talker (Deluxe Version),2014-10-10,0,"dance pop,pop",0.657,0.737,0.0,-2.692,0.0,0.0446,0.02,0.0,0.0979,0.573,,4.0
spotify:track:29SRvYOKbMLOZeOubNGtLb,Is She Really Going Out With Him?,Joe Jackson,Look Sharp!,1979-01-05,62,"mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,singer-songwriter,sophisti-pop",0.874,0.318,3.0,-6.869,1.0,0.0454,0.0353,1.69e-05,0.217,0.919,116.117,4.0
spotify:track:3t4EJY6cTsb6FyP1EQzajK,Baby Don't Forget My Number,Milli Vanilli,All Or Nothing,1988-11-14,53,"freestyle,new jack swing,new wave pop",0.851,0.649,6.0,-12.877,0.0,0.0748,0.00543,0.0029,0.156,0.846,100.302,4.0
spotify:track:2a33x9SW58ztVPPdD9ZSM8,All My Lovin,Johnny Young & Kompany,Step Back With,1992,16,,0.18,0.313,0.0,-12.975,1.0,0.0295,0.224,1.76e-06,0.124,0.315,95.357,4.0
spotify:track:2oTDOIAdsxPTE7yAp4YOcv,Jump Around,House Of Pain,House Of Pain,1992,0,"gangster rap,hip hop,rap rock,west coast rap",0.854,0.71,4.0,-6.32,0.0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,4.0
spotify:track:5uWbfrkHNsY6i4ZYCr5km9,Burn For You,INXS,INXS Remastered,2011-01-01,30,"australian rock,dance rock,funk rock,new romantic,new wave,rock",0.799,0.754,7.0,-8.169,1.0,0.0398,0.253,0.0874,0.0841,0.372,115.741,4.0
spotify:track:3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,82,"boy band,pop,post-teen pop,talent show",0.647,0.823,2.0,-5.231,1.0,0.0762,0.0598,0.0,0.119,0.396,99.933,4.0
spotify:track:2FiceoWDJ67rrmb5tGBpgE,Ghost,Ella Henderson,Ghost,2014-06-08,58,"dance pop,pop dance,talent show,uk pop",0.682,0.836,9.0,-3.777,1.0,0.0424,0.0464,3.13e-06,0.0797,0.486,104.984,4.0
spotify:track:38rau7v1Q8RX4ZYmpdFUpn,My Sunshine,Mashd N Kutcher,My Sunshine,2015-12-11,38,,0.699,0.811,4.0,-2.886,1.0,0.0467,0.0112,0.000275,0.137,0.592,125.964,4.0
spotify:track:4O3HRDIBChh0quFPhfDXd1,Jump,Rihanna,Unapologetic (Deluxe),2012-12-10,26,"barbadian pop,pop,urban contemporary",0.656,0.824,0.0,-6.169,1.0,0.229,0.221,0.00757,0.171,0.423,,4.0
spotify:track:4qK4FyUtdV1OBdvc5dCjEM,I.O.U. - Remastered,Freeez,Gonna Get You (Expanded Edition),2011-08-29,27,"brit funk,hi-nrg,post-disco",0.782,0.669,2.0,-13.861,0.0,0.0492,0.067,0.273,0.248,0.847,,4.0
spotify:track:2zaMZQEo0NSIl5ubSgDkqs,High Sheriff of Calhoun Parrish,Tony Joe White,"The Best Of Tony Joe White Featuring ""Polk Salad Annie""",1972,26,"louisiana blues,swamp blues,swamp pop,swamp rock",0.691,0.234,2.0,-17.215,1.0,0.0357,0.689,0.0346,0.112,0.528,88.559,4.0
spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Style,Taylor Swift,1989 (Deluxe),2014-01-01,92,pop,0.588,0.791,7.0,-5.595,1.0,0.0402,0.00245,0.00258,0.118,0.487,94.933,4.0
spotify:track:3XcjIvaZVUFAIdIYZqY9bd,We're An American Band - Remastered 2002,Grand Funk Railroad,We're An American Band (Expanded Edition / Remastered 2002),1973,65,"album rock,blues rock,classic rock,country rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.637,0.89,7.0,-4.872,1.0,0.0677,0.119,6.72e-05,0.103,0.923,127.689,4.0
spotify:track:0XSqEI5S1PGOiDWkr2mGbl,Child's Play,Sherbet,Anthology,2008-10-11,0,australian rock,0.608,0.751,7.0,-7.832,1.0,0.0408,0.0779,0.00143,0.321,0.59,124.028,4.0
spotify:track:0frIZMaQwtdV4Ee8nhB1te,Khe Sanh - 2011 Remastered,Cold Chisel,Cold Chisel,1978,64,australian rock,0.474,0.918,7.0,-4.21,1.0,0.177,0.129,0.0,0.238,0.655,164.049,4.0
spotify:track:2RzJwBCXsS1VnjDm2jKKAa,I Believe I Can Fly,R. Kelly,R.,1998-11-08,63,,0.55,0.444,7.0,-7.588,1.0,0.0292,0.241,0.0,0.187,0.0438,120.179,4.0
spotify:track:70TEuKwiK0bd5phEQkbvT4,Soaked,Bene,Soaked,2018-09-14,0,nz pop,0.792,0.54,9.0,-5.975,0.0,0.0342,0.485,0.0,0.104,0.577,93.001,4.0
spotify:track:1PZ5mBtpRXZj8aMgQQYcro,Deep End,Birdy,Beautiful Lies (Deluxe),2016-03-25,35,"neo mellow,uk pop",0.455,0.296,2.0,-8.513,1.0,0.0399,0.761,0.0,0.0783,0.31,171.744,4.0
spotify:track:4z51Gf7Ppt9Lmu5zmnUIz9,Baby Don't Get Hooked on Me,Mac Davis,Baby Don't Get Hooked On Me,1972-09-09,53,"bubblegum pop,classic country pop,country rock",0.495,0.307,9.0,-18.168,1.0,0.0403,0.26,5.21e-05,0.103,0.802,80.97,4.0
spotify:track:1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,1990-02-20,77,hip hop,0.867,0.517,11.0,-13.222,0.0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4.0
spotify:track:6ug9F5NRw1yHFf1spU8l4n,Under The Milky Way,The Church,Starfish,1988-02-16,56,"australian rock,dream pop,new romantic,new wave",0.549,0.878,9.0,-3.985,0.0,0.0288,0.0429,0.175,0.118,0.481,136.0,4.0
spotify:track:3Ymi51lilmxnc9eRnfi32D,My Island Home,Warumpi Band,Go Bush!,1987-04-03,47,"australian indigenous,australian rock",0.488,0.364,7.0,-15.954,1.0,0.0321,0.0714,0.0,0.0756,0.544,79.707,4.0
spotify:track:4CU6WHrOTupJ6XgeYAAeCO,Uptown,The Crystals,Da Doo Ron Ron: The Very Best of The Crystals,2011-02-22,23,"classic girl group,doo-wop,rock-and-roll",0.665,0.699,0.0,-7.875,1.0,0.0302,0.372,0.000151,0.146,0.785,112.623,4.0
spotify:track:5FgtdSf7I5lClThz2ptWvl,Blue (Da Ba Dee),Eiffel 65,Europop,1999,0,"eurodance,europop,italian adult pop,italo dance",0.822,0.969,7.0,-11.471,0.0,0.0582,0.259,0.000162,0.39,0.765,,4.0
spotify:track:2Hvc7KrkQo8bdLbOdDNOk5,Home,"Naughty Boy, RØMANS",Hotel Cabana (Deluxe Version),2013-01-01,35,"uk contemporary r&b,uk pop",0.618,0.732,0.0,-7.025,1.0,0.0602,0.00631,6.41e-05,0.0729,0.27,100.015,4.0
spotify:track:3AoeaZs8dFemFJr3JdzOL0,You Are Not Alone,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995-06-16,71,"r&b,soul",0.651,0.402,11.0,-9.303,1.0,0.028,0.639,7.73e-05,0.0765,0.258,119.873,4.0
spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,"thank u, next",2019-02-08,84,pop,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,4.0
spotify:track:7ulldxRL7kGWuKutB3TzuT,Sara,Starship,Knee Deep In The Hoopla,1985,0,"album rock,classic rock,mellow gold,new romantic,new wave pop,soft rock,synthpop",0.644,0.672,10.0,-10.134,1.0,0.0282,,0.0,0.142,0.371,100.176,4.0
spotify:track:2ZTYlnhhV1UAReg7wIGolx,To Die For,Sam Smith,To Die For,2020-02-14,68,"pop,uk pop",0.483,0.361,0.0,-7.889,1.0,0.0738,0.832,4.66e-06,0.098,0.307,,4.0
spotify:track:01QicLin8hNjIcUDuE0nRP,Diane,The Bachelors,The Bachelors - The Decca Years,1999-01-01,30,british invasion,0.401,0.426,3.0,-10.8,1.0,0.0315,0.66,0.0,0.165,0.395,129.86,4.0
spotify:track:42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,Alessia Cara,Know-It-All (Deluxe),2016-03-11,77,"canadian contemporary r&b,canadian pop,pop",0.319,0.739,0.0,-5.74,1.0,0.272,0.0285,0.0,0.111,0.449,194.169,4.0
spotify:track:5vlzH0ps6WDyb158oFTAb3,Lionheart (Fearless),"Joel Corry, Tom Grennan",Lionheart (Fearless),2022-10-21,78,"dance pop,pop dance,uk dance,uk pop",0.628,0.967,8.0,-2.43,1.0,0.0538,0.0217,0.00157,0.336,0.349,125.982,4.0
spotify:track:5tjrH5xrpkgKgYd8zQgU8X,Stolen Dance,Milky Chance,Stolen Dance,2014-05-01,0,"german pop,modern rock",0.879,0.574,11.0,-8.794,1.0,0.037,0.405,0.00015,0.0913,0.682,114.001,4.0
spotify:track:6hlsxc5ZwhWXy3XFTvCJWO,Fairground,Simply Red,Big Love Greatest Hits Edition 30th Anniversary,2015-11-13,0,"british soul,new romantic,new wave pop,soft rock,sophisti-pop",0.695,0.832,6.0,-5.125,1.0,0.0428,0.222,0.0687,0.155,0.653,,4.0
spotify:track:26wqIUptf8HaWyESxVNuHr,I Don't Want A Lover,Texas,Southside,1989-01-01,0,"new romantic,new wave pop,scottish rock",0.759,0.449,7.0,-13.186,1.0,0.0393,0.196,0.000273,0.121,0.46,120.488,4.0
spotify:track:3Yh9lZcWyKrK9GjbhuS0hR,Good as Hell,Lizzo,Good as Hell,2016-03-09,65,"escape room,minnesota hip hop,pop,trap queen",0.682,0.919,0.0,-3.18,0.0,0.0875,0.256,0.0,0.442,0.535,95.982,4.0
spotify:track:5wCi0z3lEQpp5f4Ybx585S,Like a Killer,Sammi Elston,Like a Killer,2021-06-11,0,,0.549,0.568,4.0,-7.952,1.0,0.0336,0.786,4.79e-06,0.0835,0.245,115.046,4.0
spotify:track:0FpT75cRdvf6va1TARHrl5,7 Things,Miley Cyrus,Breakout,2008-01-01,54,pop,0.591,0.904,1.0,-4.478,0.0,0.0359,0.0244,0.0,0.0786,0.542,107.027,4.0
spotify:track:78ce4gBp4x0JfSpzIvDdZo,Cleanin' Out My Closet,Eminem,Curtain Call: The Hits,2005-12-06,0,"detroit hip hop,hip hop,rap",0.905,0.767,9.0,-4.798,0.0,0.189,0.0772,0.0,0.12,0.871,147.983,4.0
spotify:track:78Rxtykmgn8XZTGyYBpaDn,Hello - Edited Version,"Stafford Brothers, Lil Wayne, Christina Milian",Hello,2012-01-01,20,"australian dance,hip hop,new orleans rap,pop rap,rap,trap,dance pop,hip pop,post-teen pop,r&b,urban contemporary",0.653,0.845,4.0,-4.912,0.0,0.0352,0.219,0.0,0.921,0.552,123.086,4.0
spotify:track:0gljI0CtjpdZK6ecidfxto,Wild Thing,Tone-Loc,Loc-ed After Dark,1989-01-01,64,"hip hop,miami bass",0.943,0.685,7.0,-11.903,1.0,0.188,0.000507,8.56e-06,0.0604,0.813,125.515,4.0
spotify:track:5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,Title (Deluxe),2015-01-09,77,"hip pop,pop",0.807,0.887,9.0,-3.726,1.0,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,4.0
spotify:track:0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),"Macklemore, Skylar Grey",GEMINI,2017-09-22,80,"pop rap,seattle hip hop,piano rock,viral pop",0.731,0.794,0.0,-5.126,0.0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,4.0
spotify:track:0kLr0nVX2l43OlZSp4Jl9t,Wizard - Radio Edit,"Martin Garrix, Jay Hardway",Wizard,2013-12-16,37,"dutch edm,edm,pop,pop dance,progressive house,dutch edm,dutch house,edm,electro house,pop dance,progressive electro house,progressive house",0.565,0.916,7.0,-4.715,0.0,0.052,0.00439,0.488,0.616,0.0795,127.844,4.0
spotify:track:6CGf2aPvKj7497cZ6JMmGT,Remedy,Adele,25,2015-11-20,0,"british soul,pop,pop soul,uk pop",0.403,0.3,2.0,-6.475,1.0,0.0427,0.894,0.0,0.154,0.234,162.874,3.0
spotify:track:1kxyZ2SpflM1ogD0B5hgfX,Can't Believe It (feat. Pitbull),"Flo Rida, Pitbull",Can't Believe It (feat. Pitbull),2013-07-29,60,"dance pop,miami hip hop,pop,pop rap,dance pop,miami hip hop,pop",0.747,0.83,9.0,-5.426,1.0,0.0899,0.0214,0.00024,0.0639,0.64,123.988,4.0
spotify:track:2E9wKgL8NN7Tvydqcjoh7v,Instant Karma! (We All Shine On) - Remastered 2010,"John Lennon, The Plastic Ono Band, Yoko Ono",Gimme Some Truth,2010-10-05,0,"beatlesque,classic rock,rock,beatlesque,experimental rock,experimental,experimental pop",0.624,0.931,11.0,-9.988,0.0,0.116,0.000899,0.00144,0.0631,0.141,119.887,4.0
spotify:track:3AgY5gLURlcdYBVGv1RVm7,Luck Be A Lady,Frank Sinatra,My Kind Of Broadway,1965-11,58,"adult standards,easy listening,lounge",0.362,0.398,8.0,-13.582,1.0,0.0465,0.737,0.0,0.282,0.5,151.186,4.0
spotify:track:7LI1qAsZiRaIpSA7FaWLXa,Fire and the Flood,Vance Joy,Dream Your Life Away (Deluxe Edition),2015-09-04,0,"folk-pop,modern rock",0.6,0.79,5.0,-5.466,1.0,0.0365,0.026,0.0,0.0959,0.345,115.063,4.0
spotify:track:3KzIRHURM1dMrHhTOEVKIo,(Glad I'm Not) a Kennedy,Shona Laing,South,1987-06-01,0,classic nz pop,0.687,0.587,0.0,-12.666,1.0,0.0319,0.163,3.58e-06,0.0959,0.804,112.311,4.0
spotify:track:3u2s7Dppp5ID2MxKnqxFyh,Blinded by the Light,Manfred Mann's Earth Band,The Roaring Silence,1976-08-27,2,"album rock,art rock,blues rock,british blues,classic rock,folk rock,hard rock,heartland rock,mellow gold,progressive rock,soft rock,symphonic rock",0.456,0.696,5.0,-10.0,1.0,0.0653,0.291,0.000207,0.0853,0.508,142.156,4.0
spotify:track:0Gh2Dxzz86Y2hgMiMVR1rA,There She Goes,"Taio Cruz, Pitbull",TY.O,2011-01-01,12,"dance pop,pop,pop rap,dance pop,miami hip hop,pop",0.722,0.936,1.0,-3.608,0.0,0.166,0.0534,0.0,0.229,0.713,128.02,4.0
spotify:track:7GZ5lWqONRabYPdUO234aC,Friday To Sunday,Justice Crew,Friday To Sunday,2010-12-17,0,"australian pop,australian talent show",0.645,0.991,7.0,-3.724,0.0,0.0415,0.0649,2.68e-06,0.193,0.602,125.94,4.0
spotify:track:2wZw2HaaLxmICIBSD2QAQL,1901,Phoenix,Wolfgang Amadeus Phoenix,2009-05-25,0,"alternative dance,indie rock,modern rock,new rave,rock independant francais",0.607,0.835,0.0,-5.427,1.0,0.0415,0.0588,4.71e-05,0.195,0.719,144.087,4.0
spotify:track:5YLHLxoZsodDWjqSgjhBf3,Myself,Bazzi,COSMIC,2018-04-12,69,pop,0.745,0.561,9.0,-5.513,0.0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,4.0
spotify:track:43OdYMY7yMgBW3n5W4QQD9,Move Your Body,Eiffel 65,Europop,1999,0,"eurodance,europop,italian adult pop,italo dance",0.745,0.958,7.0,-9.664,1.0,0.0287,0.0814,0.32,0.533,0.96,129.962,4.0
spotify:track:5oomUe9UlekZkeTItGqXet,Harlem Shuffle,The Rolling Stones,Dirty Work (Remastered 2009),1986-03-24,0,"album rock,british invasion,classic rock,rock",0.742,0.94,2.0,-3.485,1.0,0.0756,0.0866,0.0279,0.319,0.782,121.747,4.0
spotify:track:2cS4P8xExQooEY0EYgx3Kq,All I Wanna Do,Dannii Minogue,Hits of the '90s,2016-11-04,0,"australian dance,australian pop,europop,talent show",0.571,0.95,8.0,-6.242,1.0,0.0357,0.00726,0.239,0.0939,0.416,133.973,4.0
spotify:track:4Hhv2vrOTy89HFRcjU3QOx,At Last,Etta James,At Last!,1960,79,"jazz blues,soul,soul blues,torch song,vocal jazz",0.274,0.348,5.0,-8.631,1.0,0.0293,0.547,0.0133,0.334,0.328,87.43,3.0
spotify:track:6ouDN7H9yT30dxKSIDGapB,I Know a Place,Petula Clark,Downtown - The Best of Petula Clark,1996-01-01,17,"adult standards,bubblegum pop,easy listening,folk rock,merseybeat,rock-and-roll,rockabilly",0.492,0.76,4.0,-9.08,1.0,0.0608,0.714,9.51e-06,0.196,0.584,137.632,4.0
spotify:track:6Epe685KrDmgqzlUYJHZSg,The Door,Silverchair,The Best Of - Volume One,2000-11-10,18,"alternative metal,alternative rock,australian alternative rock,australian psych,australian rock,grunge,nu metal,post-grunge",0.197,0.834,7.0,-5.523,1.0,0.0582,0.000395,0.00691,0.203,0.343,184.298,4.0
spotify:track:3QE1244xy4NsqbuqGdA321,Always Together - Remastered,Al Martino,Crooner (Remastered),2018-09-28,0,"adult standards,easy listening",0.259,0.392,8.0,-8.794,1.0,0.0297,0.621,0.0145,0.233,0.366,105.402,4.0
spotify:track:2xI7o9zYcqynmueNH4foku,Take A Look Around,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,2000-10-17,0,"alternative metal,funk metal,nu metal,post-grunge,rap metal,rock",0.49,0.856,1.0,-5.659,1.0,0.049,0.018,0.36,0.0871,0.516,101.93,4.0
spotify:track:3Wf2YGdYT8xVdNsQSoRKk9,Youth (feat. Khalid),"Shawn Mendes, Khalid",Youth (feat. Khalid),2018-05-03,0,"canadian pop,pop,viral pop,pop,pop r&b",0.625,0.589,6.0,-6.627,0.0,0.0858,0.518,0.0,0.197,0.33,100.003,4.0
spotify:track:6RB9YvNyP0RZfCUcMtZELH,Freedom,Pharrell Williams,Freedom,2015-07-02,67,"dance pop,pop",0.428,0.559,1.0,-6.374,0.0,0.067,0.395,3.56e-05,0.136,0.607,86.459,4.0
spotify:track:6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,Filter,Title Of Record (Expanded Edition),1999-08-24,68,"alternative metal,alternative rock,grunge,industrial metal,nu metal,post-grunge",0.541,0.776,2.0,-8.042,1.0,0.0298,0.00147,0.000221,0.178,0.282,98.986,4.0
spotify:track:1ixtKlUJDgKCvYcSIviMuV,Bless You,Tony Orlando,Pure... '60s,2012-03-23,9,bubblegum pop,0.491,0.458,1.0,-9.567,1.0,0.0359,0.518,0.0,0.108,0.811,125.619,4.0
spotify:track:3WVIlSndOtSUIzfk39oYMS,Talk Is Cheap,Chet Faker,Built On Glass,2014-04-11,58,"art pop,indietronica",0.656,0.61,0.0,-7.894,0.0,0.171,0.416,0.000172,0.245,0.52,140.058,4.0
spotify:track:5It7Lw1E8VCSyS6AQv6nPm,Chocolate,The 1975,The 1975 (Deluxe Edition),2013,0,"modern alternative rock,modern rock,pop,pov: indie,rock",0.614,0.938,11.0,-4.461,1.0,0.0611,0.000532,0.0,0.368,0.607,100.058,4.0
spotify:track:2w4EpqGasrz9qdTwocx54t,Open Arms,Journey,Escape (Bonus Track Version),1981,73,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,soft rock",0.405,0.21,2.0,-13.214,1.0,0.0279,0.584,0.0,0.139,0.174,100.577,3.0
spotify:track:1dIChAQ6MLzIsXWl6vWAqX,Kentucky Rain,Elvis Presley,From Elvis in Memphis,1969-06-17,60,"rock-and-roll,rockabilly",0.411,0.374,0.0,-14.028,1.0,0.0282,0.427,1.01e-05,0.154,0.558,105.265,4.0
spotify:track:4QlBUvcyODBn0ukZoYb7v1,Good Morning Starshine,Oliver,This Is... 1969,2008-08-04,0,"filter house,nu disco",0.648,0.56,3.0,-9.175,0.0,0.147,0.491,0.0,0.357,0.698,126.517,4.0
spotify:track:7HuAVTtzubdCgGkQCIE1Ke,Sunday Morning,No Doubt,Tragic Kingdom,1995-10-10,0,"dance pop,dance rock,permanent wave,pop rock,rock",0.579,0.803,4.0,-5.419,1.0,0.0312,0.0099,2.06e-05,0.118,0.793,157.139,4.0
spotify:track:7j56HrjR9cGzvekvZY3Faz,HandClap,Fitz and The Tantrums,Fitz and The Tantrums,2016-06-10,68,"la indie,modern alternative rock,modern rock,pop rock,pov: indie",0.636,0.836,8.0,-3.004,1.0,0.0427,0.00609,0.000157,0.0828,0.715,139.956,4.0
spotify:track:5xhQChGGhKLWqBqX4XhtYE,Sail,AWOLNATION,Megalithic Symphony Deluxe,2011,1,"la indie,modern alternative rock,modern rock,rock,stomp pop",0.825,0.435,1.0,-9.582,1.0,0.0568,0.452,0.609,0.0953,0.243,119.038,4.0
spotify:track:0hPuF2Z5fZjnuwYPvIdPC1,Really Don't Care,"Demi Lovato, Cher Lloyd",Demi,2013-01-01,0,"pop,post-teen pop,dance pop,pop,post-teen pop,talent show",0.703,0.733,7.0,-3.598,1.0,0.0852,0.111,0.0,0.119,0.82,121.008,4.0
spotify:track:1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),2011-10-24,79,"dance pop,pop,talent show",0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,4.0
spotify:track:5Qt4Cc66g24QWwGP3YYV9y,Good Vibrations (Mono),The Beach Boys,Smiley Smile (Mono & Stereo),1967-09-18,24,"baroque pop,classic rock,folk rock,mellow gold,psychedelic rock,rock,sunshine pop",0.398,0.413,1.0,-10.934,1.0,0.0388,0.0822,2.54e-05,0.0891,0.331,,4.0
